,Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
18905,19.9,97.0,6.4,1.7,1.4,0.0
18906,19.2,98.0,4.1,1.0,3.0,0.0
18907,19.5,98.0,3.8,1.2,1.0,0.0
18908,19.5,97.0,4.6,2.0,0.0,0.0
18909,19.3,97.0,5.4,1.9,0.0,0.0
18910,19.5,97.0,4.0,0.6,0.0,0.0
18911,19.5,97.0,2.7,1.2,0.0,0.0
18912,19.4,97.0,2.9,1.1,0.0,0.0
18913,19.3,93.0,2.8,1.0,0.0,0.0
18914,19.1,96.0,2.8,0.8,0.0,0.0
18915,19.1,96.0,1.6,0.5,0.0,0.0
18916,19.1,98.0,2.9,1.5,0.0,0.0
18917,19.3,97.0,3.7,1.2,0.0,0.0
18918,19.6,96.0,2.9,0.6,0.0,2.0
18919,20.7,89.0,2.3,1.2,0.0,1.0
18920,22.1,80.0,4.0,1.5,0.0,0.0
18921,23.4,70.0,4.0,0.9,0.2,1.0
18922,24.7,68.0,2.9,1.5,0.0,0.0
18923,23.4,76.0,3.8,1.9,0.0,1.0
18924,25.5,72.0,4.7,2.2,0.0,1.0
18925,19.8,89.0,7.3,2.0,12.4,0.0
18926,20.4,97.0,7.1,2.4,14.6,0.0
18927,20.1,97.0,6.7,1.4,3.8,0.0
18928,19.9,97.0,5.3,3.1,1.8,1.0
18929,19.9,97.0,7.4,3.3,0.8,0.0
18930,20.0,97.0,6.8,3.1,0.0,1.0
18931,20.0,96.0,6.9,1.3,0.0,0.0
18932,20.0,97.0,4.8,1.7,0.0,0.0
18933,19.8,96.0,4.4,1.8,0.2,0.0
18934,19.7,97.0,3.9,1.0,0.0,0.0
18935,19.5,97.0,2.4,1.1,0.0,0.0
18936,19.7,96.0,2.2,0.8,0.0,0.0
18937,19.5,97.0,2.8,0.3,1.4,0.0
18938,19.2,98.0,1.4,0.8,0.0,0.0
18939,19.5,97.0,2.6,0.9,0.0,0.0
18940,19.4,98.0,2.4,0.6,0.2,1.0
18941,19.6,95.0,3.1,1.1,0.0,1.0
18942,20.0,93.0,3.8,1.3,0.0,0.0
18943,21.7,86.0,3.9,1.5,0.0,1.0
18944,22.5,80.0,5.2,2.3,0.0,0.0
18945,24.0,71.0,6.5,1.7,0.0,0.0
18946,25.1,68.0,4.7,1.5,0.0,0.0
18947,25.7,63.0,4.7,1.7,0.0,1.0
18948,25.6,64.0,4.7,2.3,0.0,0.0
18949,25.2,71.0,5.8,2.3,0.0,1.0
18950,19.4,92.0,9.3,4.1,19.2,2.0
18951,20.1,88.0,9.3,0.8,0.0,1.0
18952,19.8,96.0,4.0,0.9,0.4,1.0
18953,20.8,97.0,6.7,2.3,0.2,0.0
18954,20.4,97.0,6.3,2.3,0.2,0.0
18955,20.4,96.0,6.0,2.9,0.0,0.0
18956,20.5,96.0,6.0,1.6,0.0,0.0
18957,20.6,97.0,3.5,1.5,0.0,0.0
18958,20.5,98.0,3.5,1.4,0.0,0.0
18959,20.6,97.0,3.9,1.9,0.0,0.0
18960,20.4,98.0,4.6,1.5,0.0,0.0
18961,20.4,97.0,4.5,1.3,0.0,0.0
18962,20.1,97.0,3.6,1.1,0.0,0.0
18963,19.9,98.0,2.8,0.7,0.0,0.0
18964,19.9,98.0,1.9,0.6,0.0,0.0
18965,19.6,98.0,1.9,0.9,0.0,0.0
18966,20.7,91.0,3.3,1.4,0.0,1.0
18967,22.5,80.0,5.0,2.1,0.0,3.0
18968,23.8,78.0,5.6,1.8,0.0,0.0
18969,24.0,73.0,5.1,1.7,0.0,0.0
18970,26.2,69.0,3.6,1.2,0.0,3.0
18971,26.9,62.0,3.5,1.6,0.2,0.0
18972,27.7,67.0,4.4,2.0,0.0,1.0
18973,26.8,65.0,6.1,2.6,0.0,0.0
18974,26.3,74.0,7.0,3.3,0.0,0.0
18975,24.5,81.0,8.6,4.0,0.0,0.0
18976,23.2,85.0,8.0,3.4,0.0,0.0
18977,21.8,95.0,6.2,2.1,2.6,1.0
18978,21.7,94.0,5.5,2.2,0.0,0.0
18979,21.6,94.0,4.5,2.0,0.0,1.0
18980,21.4,94.0,5.0,2.0,0.0,0.0
18981,21.1,94.0,4.5,1.6,0.0,0.0
18982,20.7,97.0,3.1,1.0,0.0,0.0
18983,20.3,97.0,3.0,1.5,0.0,0.0
18984,20.1,97.0,2.7,1.4,0.0,0.0
18985,19.9,98.0,3.1,0.8,0.0,0.0
18986,20.1,98.0,1.8,0.6,0.0,0.0
18987,19.7,98.0,1.8,0.4,0.0,2.0
18988,19.7,98.0,1.2,0.6,0.0,2.0
18989,19.5,99.0,1.5,0.5,0.0,1.0
18990,21.0,93.0,3.2,1.1,0.0,2.0
18991,22.3,85.0,4.4,1.4,0.0,2.0
18992,23.5,76.0,3.3,1.3,0.0,3.0
18993,25.5,68.0,4.0,1.6,0.0,1.0
18994,28.0,59.0,6.2,1.8,0.0,1.0
18995,29.1,51.0,5.2,1.7,0.0,0.0
18996,30.3,50.0,6.5,1.4,0.0,1.0
18997,29.3,47.0,5.0,1.4,0.0,1.0
18998,28.1,68.0,5.6,2.6,0.0,0.0
18999,23.9,83.0,8.2,3.9,0.0,0.0
19000,19.6,98.0,8.7,2.2,19.8,0.0
19001,21.9,97.0,4.7,1.9,0.0,0.0
19002,21.9,97.0,4.3,1.8,0.0,0.0
19003,21.7,96.0,4.8,1.5,0.0,0.0
19004,21.2,96.0,4.3,1.7,0.0,0.0
19005,20.8,97.0,3.7,0.9,0.0,0.0
19006,20.3,98.0,2.0,1.1,0.0,0.0
19007,20.5,98.0,2.0,1.4,0.0,0.0
19008,20.3,98.0,2.3,0.8,0.0,0.0
19009,20.0,98.0,2.1,0.4,0.0,0.0
19010,20.2,98.0,1.0,0.8,0.0,0.0
19011,20.0,98.0,1.5,0.5,0.0,0.0
19012,20.5,94.0,1.2,0.7,0.0,1.0
19013,20.2,97.0,1.6,0.5,0.0,0.0
19014,20.7,98.0,1.7,0.5,0.2,1.0
19015,23.7,81.0,2.8,1.1,0.0,0.0
19016,25.5,65.0,5.9,2.2,0.0,1.0
19017,27.0,55.0,8.3,3.1,0.0,0.0
19018,28.0,53.0,9.9,2.9,0.0,0.0
19019,29.4,49.0,7.4,2.5,0.0,0.0
19020,30.0,46.0,7.8,2.6,0.0,0.0
19021,29.8,44.0,6.6,2.3,0.0,0.0
19022,31.5,45.0,6.7,1.9,0.0,5.0
19023,25.7,82.0,6.1,3.2,0.0,4.0
19024,23.8,88.0,8.2,3.6,0.0,1.0
19025,21.9,75.0,8.1,2.9,0.0,2.0
19026,19.3,98.0,8.2,1.5,23.6,0.0
19027,19.3,98.0,5.1,1.2,0.0,1.0
19028,20.0,97.0,5.6,1.1,0.0,0.0
19029,20.4,92.0,3.2,0.9,0.0,0.0
19030,20.0,96.0,2.0,0.9,0.0,1.0
19031,20.3,97.0,1.8,1.0,0.0,0.0
19032,20.2,97.0,1.6,0.4,0.0,0.0
19033,20.0,98.0,1.1,0.4,0.0,1.0
19034,19.9,98.0,1.3,0.2,0.0,0.0
19035,20.3,96.0,1.6,0.6,0.0,0.0
19036,20.8,93.0,1.5,0.9,0.0,2.0
19037,20.1,98.0,1.7,0.5,0.0,2.0
19038,20.7,97.0,1.8,0.7,0.0,2.0
19039,23.0,82.0,3.5,1.9,0.0,1.0
19040,25.3,71.0,5.0,2.0,0.0,1.0
19041,27.0,60.0,8.4,2.7,0.0,0.0
19042,27.7,58.0,8.4,3.3,0.0,0.0
19043,29.7,51.0,9.9,3.4,0.0,3.0
19044,28.9,53.0,10.3,3.6,0.0,3.0
19045,27.2,59.0,10.3,3.2,0.0,2.0
19046,24.3,83.0,9.8,3.6,0.0,0.0
19047,24.2,82.0,8.3,1.8,0.2,1.0
19048,20.5,97.0,10.5,1.7,3.2,2.0
19049,20.3,98.0,5.7,0.5,1.2,0.0
19050,20.3,98.0,3.8,1.0,0.2,0.0
19051,20.4,95.0,6.0,1.9,0.0,0.0
19052,20.7,92.0,6.8,2.4,0.0,0.0
19053,20.9,90.0,7.5,2.6,0.0,0.0
19054,20.9,91.0,9.3,2.6,0.0,0.0
19055,20.6,90.0,7.9,1.9,0.0,1.0
19056,20.2,92.0,6.8,1.4,0.0,1.0
19057,20.3,90.0,8.0,2.4,0.0,2.0
19058,20.1,91.0,8.0,2.0,0.0,0.0
19059,19.8,92.0,7.6,1.3,0.0,0.0
19060,19.9,90.0,5.1,2.3,0.0,1.0
19061,19.7,94.0,5.4,1.7,0.0,3.0
19062,20.1,92.0,6.6,1.7,0.0,6.0
19063,21.1,87.0,6.8,2.4,0.0,2.0
19064,22.0,83.0,11.0,3.3,0.0,2.0
19065,22.5,83.0,11.0,3.1,0.0,2.0
19066,22.8,85.0,10.4,2.9,0.0,2.0
19067,23.0,82.0,9.2,2.9,0.0,0.0
19068,23.6,79.0,13.0,3.1,0.0,0.0
19069,26.0,69.0,11.9,4.3,0.0,3.0
19070,26.0,67.0,11.9,2.9,0.0,1.0
19071,25.9,65.0,11.5,3.2,0.0,1.0
19072,24.6,69.0,9.6,2.3,0.0,0.0
19073,23.6,71.0,8.3,2.3,0.0,0.0
19074,21.7,87.0,8.8,2.4,0.2,2.0
19075,20.9,93.0,7.0,1.9,1.0,0.0
19076,21.5,89.0,7.4,2.6,0.0,0.0
19077,21.0,94.0,6.9,1.6,0.2,0.0
19078,20.5,97.0,6.5,2.3,1.4,1.0
19079,20.3,96.0,6.5,1.6,0.2,0.0
19080,20.4,97.0,4.9,1.2,0.0,0.0
19081,20.6,94.0,5.1,1.5,0.0,0.0
19082,19.7,98.0,5.0,1.5,19.0,0.0
19083,19.4,98.0,6.2,1.2,5.0,0.0
19084,19.8,98.0,4.2,1.3,0.0,0.0
19085,19.8,98.0,6.2,2.4,0.2,0.0
19086,19.8,98.0,6.2,1.9,0.2,1.0
19087,20.2,98.0,4.9,0.9,0.0,0.0
19088,20.8,97.0,5.2,1.4,0.2,0.0
19089,21.4,94.0,5.2,2.0,0.0,0.0
19090,23.6,85.0,7.0,2.7,0.0,1.0
19091,24.5,78.0,7.0,2.5,0.0,0.0
19092,24.2,81.0,7.0,1.9,1.2,4.0
19093,25.1,77.0,6.9,2.6,0.0,1.0
19094,24.5,82.0,6.9,1.3,0.2,0.0
19095,21.9,86.0,6.0,2.0,0.0,0.0
19096,20.7,92.0,7.0,3.5,0.0,6.0
19097,19.8,97.0,6.9,1.9,3.8,0.0
19098,19.6,98.0,4.9,1.5,5.2,0.0
19099,19.7,98.0,3.6,1.8,0.0,0.0
19100,19.7,98.0,3.3,0.8,0.0,0.0
19101,19.4,98.0,2.5,0.6,0.0,1.0
19102,19.5,98.0,2.4,0.5,0.0,0.0
19103,19.6,96.0,2.9,1.1,0.0,0.0
19104,19.7,95.0,2.5,1.1,0.0,0.0
19105,19.8,95.0,2.7,1.0,0.0,1.0
19106,19.9,96.0,2.9,0.8,0.0,0.0
19107,19.6,97.0,1.7,0.6,0.0,1.0
19108,19.5,98.0,1.3,0.2,0.0,0.0
19109,19.7,97.0,1.4,0.5,0.0,2.0
19110,19.9,94.0,2.1,1.0,0.0,3.0
19111,20.5,95.0,2.6,0.5,0.0,1.0
19112,22.3,83.0,2.3,0.7,0.0,2.0
19113,23.0,79.0,4.1,1.7,0.0,1.0
19114,23.1,79.0,3.6,0.9,0.2,0.0
19115,20.4,95.0,7.0,2.4,1.0,1.0
19116,22.4,86.0,5.9,3.0,0.0,1.0
19117,22.9,81.0,6.2,2.7,0.0,0.0
19118,22.5,84.0,7.5,3.7,0.0,0.0
19119,20.6,93.0,7.5,2.7,0.0,2.0
19120,20.7,93.0,5.6,2.4,0.0,0.0
19121,20.2,95.0,5.4,1.7,0.0,0.0
19122,19.9,97.0,4.7,1.9,0.2,0.0
19123,19.7,96.0,5.0,2.6,0.0,0.0
19124,19.6,94.0,6.9,1.5,0.0,0.0
19125,19.7,93.0,3.8,1.3,0.0,0.0
19126,19.6,94.0,4.6,2.2,0.0,0.0
19127,19.5,95.0,4.6,1.3,0.0,0.0
19128,19.4,96.0,2.9,1.2,0.0,1.0
19129,19.6,93.0,3.6,1.7,0.0,0.0
19130,19.2,94.0,3.6,1.3,0.0,0.0
19131,19.3,95.0,2.5,0.5,0.0,1.0
19132,19.4,92.0,1.8,0.3,0.0,0.0
19133,19.3,93.0,2.3,0.9,0.0,0.0
19134,19.0,96.0,2.3,0.2,0.0,2.0
19135,21.2,86.0,3.2,1.1,0.0,0.0
19136,23.3,76.0,3.4,0.9,0.0,2.0
19137,23.9,71.0,3.7,1.0,0.0,1.0
19138,24.5,68.0,2.7,1.1,0.0,0.0
19139,25.6,65.0,4.3,2.4,0.0,0.0
19140,24.8,74.0,6.1,2.4,0.0,0.0
19141,23.9,77.0,7.6,3.4,0.0,1.0
19142,23.2,81.0,8.2,3.4,0.0,1.0
19143,22.9,80.0,8.9,4.3,0.0,1.0
19144,22.0,83.0,7.5,3.4,0.0,0.0
19145,21.4,88.0,7.3,1.8,0.0,0.0
19146,20.8,90.0,6.3,2.4,0.0,0.0
19147,20.1,92.0,5.5,2.1,0.0,0.0
19148,19.6,94.0,4.4,1.2,0.0,0.0
19149,19.3,95.0,3.6,1.3,0.0,0.0
19150,18.9,97.0,2.6,0.6,0.0,0.0
19151,18.5,98.0,1.6,0.5,0.0,0.0
19152,19.0,98.0,1.6,0.7,0.0,0.0
19153,18.2,98.0,1.6,0.4,0.0,0.0
19154,18.3,98.0,1.7,0.9,0.0,0.0
19155,18.0,98.0,2.6,0.7,0.0,1.0
19156,18.2,98.0,2.6,0.6,0.0,0.0
19157,18.3,96.0,3.0,1.0,0.0,0.0
19158,18.9,95.0,3.2,1.0,0.0,1.0
19159,20.1,89.0,3.9,1.4,0.0,1.0
19160,22.1,78.0,3.7,1.1,0.0,1.0
19161,24.6,71.0,3.4,1.1,0.0,0.0
19162,26.6,62.0,3.5,1.0,0.0,1.0
19163,27.7,52.0,3.2,1.2,0.0,9.0
19164,27.0,48.0,3.6,1.5,0.0,7.0
19165,27.7,51.0,3.9,2.2,0.0,2.0
19166,25.6,73.0,5.9,2.4,0.0,4.0
19167,20.6,68.0,10.5,5.0,0.0,0.0
19168,21.8,90.0,12.9,3.0,0.0,2.0
19169,18.4,92.0,11.6,1.9,0.8,0.0
19170,18.9,84.0,6.3,1.6,2.8,0.0
19171,17.9,92.0,6.6,0.9,0.0,0.0
19172,17.4,91.0,12.3,2.0,0.2,1.0
19173,17.4,94.0,4.6,0.7,0.0,0.0
19174,17.4,96.0,2.4,0.3,0.0,1.0
19175,17.6,94.0,5.1,2.4,0.0,0.0
19176,16.7,90.0,5.7,1.9,0.0,0.0
19177,16.4,94.0,3.7,0.5,0.0,0.0
19178,16.4,92.0,2.9,1.0,0.0,1.0
19179,15.3,97.0,3.0,0.3,0.0,0.0
19180,15.0,98.0,1.4,0.3,0.0,1.0
19181,15.0,98.0,1.2,0.2,0.0,1.0
19182,16.5,97.0,1.4,0.3,0.0,2.0
19183,19.0,77.0,2.6,1.2,0.0,1.0
19184,20.4,72.0,3.4,1.6,0.0,1.0
19185,22.5,69.0,3.5,0.9,0.0,0.0
19186,22.9,65.0,4.2,2.0,0.2,1.0
19187,24.8,60.0,4.0,1.2,0.0,1.0
19188,26.6,56.0,4.6,1.6,0.0,1.0
19189,25.7,63.0,6.8,2.0,0.0,2.0
19190,23.5,75.0,7.5,3.6,0.0,1.0
19191,22.3,82.0,7.9,3.8,0.0,0.0
19192,20.8,90.0,7.8,3.2,0.0,1.0
19193,19.8,91.0,7.5,2.3,0.0,1.0
19194,19.6,93.0,5.4,2.0,0.0,1.0
19195,19.4,94.0,5.4,2.2,0.0,0.0
19196,19.4,94.0,4.7,1.9,0.0,0.0
19197,19.5,95.0,3.3,1.1,0.0,0.0
19198,19.7,93.0,3.3,1.1,0.0,0.0
19199,19.7,90.0,3.0,1.4,0.0,1.0
19200,20.0,86.0,3.7,1.4,0.0,0.0
19201,19.8,86.0,3.7,1.0,0.0,0.0
19202,19.4,91.0,2.3,1.0,0.0,0.0
19203,19.3,87.0,3.0,1.1,0.0,0.0
19204,19.1,86.0,3.7,1.5,0.0,2.0
19205,19.1,89.0,4.4,0.8,0.0,2.0
19206,19.9,86.0,4.2,1.5,0.0,2.0
19207,22.0,81.0,4.5,1.6,0.0,0.0
19208,22.8,76.0,3.8,1.3,0.0,0.0
19209,25.7,61.0,4.7,2.0,0.0,1.0
19210,27.6,59.0,5.3,1.9,0.0,0.0
19211,28.6,52.0,7.0,2.1,0.0,2.0
19212,30.0,49.0,7.0,2.4,0.0,1.0
19213,28.1,56.0,7.0,1.9,0.0,0.0
19214,26.1,59.0,5.1,1.0,0.0,1.0
19215,23.5,74.0,12.9,1.2,2.8,1.0
19216,22.5,80.0,5.3,1.8,0.0,0.0
19217,21.9,83.0,5.3,0.9,0.0,1.0
19218,21.6,83.0,2.4,0.5,0.0,0.0
19219,21.4,93.0,1.9,0.6,0.0,1.0
19220,21.1,94.0,1.3,0.4,0.0,0.0
19221,21.2,94.0,3.2,0.7,0.0,0.0
19222,20.9,93.0,2.5,0.7,0.0,0.0
19223,20.0,98.0,8.0,2.7,0.0,0.0
19224,20.1,97.0,6.4,1.0,0.0,0.0
19225,20.4,96.0,4.5,1.7,0.0,0.0
19226,20.1,96.0,3.9,0.8,0.0,0.0
19227,20.1,97.0,1.8,0.5,0.0,0.0
19228,20.1,96.0,3.2,1.7,0.0,3.0
19229,19.8,97.0,3.2,0.8,0.0,1.0
19230,20.4,96.0,2.0,0.8,0.0,0.0
19231,22.2,85.0,2.9,1.5,0.0,1.0
19232,23.2,79.0,2.9,1.2,0.0,1.0
19233,25.5,71.0,2.9,1.0,0.0,0.0
19234,26.2,70.0,2.7,1.1,0.0,3.0
19235,26.5,70.0,4.1,2.2,0.0,1.0
19236,26.2,71.0,6.6,2.9,0.0,0.0
19237,26.2,77.0,7.0,3.2,0.0,2.0
19238,25.0,81.0,7.7,3.4,0.0,3.0
19239,23.1,88.0,8.2,3.1,0.0,2.0
19240,23.1,86.0,7.3,3.8,0.0,1.0
19241,22.1,92.0,7.3,3.0,0.0,0.0
19242,21.9,95.0,6.5,2.1,0.0,0.0
19243,21.4,94.0,5.7,2.9,0.0,0.0
19244,21.5,93.0,5.7,1.9,0.0,0.0
19245,20.5,94.0,5.4,1.1,0.0,1.0
19246,20.1,96.0,3.4,1.0,0.0,0.0
19247,20.0,98.0,3.8,0.7,0.0,0.0
19248,20.0,98.0,2.4,0.7,0.0,0.0
19249,19.6,98.0,2.1,0.7,0.0,0.0
19250,19.6,98.0,1.8,0.5,0.0,0.0
19251,19.4,98.0,1.9,0.8,0.0,0.0
19252,18.8,98.0,1.7,0.8,0.0,0.0
19253,19.2,98.0,1.5,0.5,0.0,1.0
19254,19.7,98.0,2.2,0.4,0.0,0.0
19255,21.9,85.0,2.3,1.1,0.2,0.0
19256,22.5,86.0,3.4,1.3,0.0,0.0
19257,24.0,78.0,4.4,1.7,0.0,0.0
19258,24.1,76.0,5.9,3.3,0.0,0.0
19259,25.3,71.0,6.2,3.4,0.0,1.0
19260,26.0,66.0,6.8,3.2,0.0,0.0
19261,26.3,64.0,6.7,3.9,0.0,0.0
19262,26.1,68.0,7.0,3.8,0.0,0.0
19263,25.3,73.0,8.1,3.7,0.0,0.0
19264,24.1,78.0,8.2,3.6,0.0,0.0
19265,22.6,85.0,8.5,3.6,0.0,0.0
19266,21.8,89.0,7.8,3.0,0.0,1.0
19267,21.5,90.0,6.0,2.5,0.0,0.0
19268,21.0,92.0,5.5,1.6,0.0,0.0
19269,21.0,91.0,3.9,1.1,0.0,0.0
19270,20.7,93.0,2.5,0.9,0.0,0.0
19271,20.3,95.0,2.2,0.7,0.0,1.0
19272,20.7,87.0,3.3,1.5,0.0,0.0
19273,20.6,87.0,3.9,0.7,0.0,0.0
19274,20.1,92.0,2.0,0.7,0.0,0.0
19275,20.1,93.0,3.0,0.9,0.0,0.0
19276,19.6,96.0,3.3,0.7,0.0,0.0
19277,19.6,97.0,2.6,0.7,0.0,1.0
19278,20.7,91.0,2.4,1.0,0.0,0.0
19279,22.5,83.0,4.8,1.9,0.0,0.0
19280,24.5,75.0,4.8,1.5,0.0,1.0
19281,26.8,63.0,2.7,1.0,0.0,1.0
19282,27.3,62.0,3.6,1.9,0.0,1.0
19283,28.8,52.0,3.6,1.1,0.0,1.0
19284,26.4,67.0,6.5,2.9,0.0,0.0
19285,26.7,73.0,8.7,4.0,0.0,1.0
19286,25.0,79.0,8.7,3.6,0.0,0.0
19287,24.4,80.0,7.6,3.2,0.0,0.0
19288,23.6,82.0,8.3,3.3,0.0,0.0
19289,22.9,83.0,8.3,2.7,0.0,1.0
19290,22.4,86.0,5.9,1.6,0.0,0.0
19291,22.1,89.0,3.9,1.8,0.0,0.0
19292,22.2,78.0,5.1,1.5,0.0,0.0
19293,21.8,80.0,3.8,1.2,0.0,0.0
19294,21.0,82.0,2.9,1.2,0.0,0.0
19295,20.5,85.0,3.2,1.1,0.0,0.0
19296,20.3,87.0,2.2,0.6,0.0,0.0
19297,20.4,88.0,2.6,1.1,0.0,1.0
19298,19.4,92.0,2.6,0.8,0.0,0.0
19299,18.7,96.0,1.8,0.3,0.0,0.0
19300,18.9,93.0,2.9,0.9,0.0,1.0
19301,18.3,94.0,3.3,0.4,0.0,1.0
19302,18.9,95.0,1.8,0.8,0.0,0.0
19303,21.4,81.0,1.8,0.8,0.0,1.0
19304,23.8,72.0,2.9,1.4,0.0,2.0
19305,24.5,72.0,4.9,1.8,0.0,1.0
19306,25.1,61.0,5.3,2.2,0.0,0.0
19307,25.9,62.0,4.7,2.1,0.0,1.0
19308,27.4,60.0,4.5,1.9,0.0,0.0
19309,27.5,53.0,4.0,1.6,0.0,0.0
19310,27.9,53.0,5.0,2.1,0.0,2.0
19311,26.0,75.0,6.7,3.4,0.0,1.0
19312,24.4,79.0,8.0,3.4,0.0,1.0
19313,22.9,82.0,9.0,4.3,0.0,0.0
19314,21.8,90.0,9.0,2.8,0.0,0.0
19315,21.5,92.0,6.4,1.8,0.0,1.0
19316,21.0,92.0,4.4,2.0,0.0,0.0
19317,20.9,92.0,4.0,1.7,0.0,0.0
19318,20.5,94.0,3.1,1.3,0.0,0.0
19319,20.2,97.0,3.1,1.4,0.0,0.0
19320,19.7,98.0,2.1,0.3,0.0,0.0
19321,20.2,98.0,3.7,1.3,0.0,0.0
19322,19.9,98.0,3.7,0.8,0.0,1.0
19323,19.4,98.0,2.1,0.3,0.0,0.0
19324,19.3,98.0,1.2,0.6,0.0,1.0
19325,18.8,98.0,1.0,0.2,0.0,1.0
19326,20.2,96.0,1.7,0.7,0.0,1.0
19327,22.7,79.0,3.0,0.8,0.0,0.0
19328,23.6,75.0,4.1,1.6,0.0,0.0
19329,25.0,73.0,4.2,1.7,0.0,1.0
19330,25.8,64.0,3.5,1.6,0.0,0.0
19331,27.2,60.0,4.0,1.8,0.0,0.0
19332,28.0,64.0,6.1,2.1,0.0,1.0
19333,27.1,66.0,7.0,3.1,0.0,0.0
19334,25.8,73.0,8.5,4.0,0.0,1.0
19335,24.7,80.0,8.0,3.6,0.0,1.0
19336,23.7,83.0,8.6,3.6,0.0,0.0
19337,22.8,84.0,8.6,2.5,0.0,0.0
19338,22.1,86.0,6.2,2.3,0.0,0.0
19339,21.8,84.0,6.6,2.8,0.0,0.0
19340,21.2,91.0,6.6,1.6,0.0,0.0
19341,20.9,92.0,3.2,1.4,0.0,0.0
19342,20.8,92.0,2.4,0.9,0.0,0.0
19343,20.8,90.0,2.5,1.0,0.0,0.0
19344,21.1,89.0,3.8,1.6,0.0,0.0
19345,21.0,84.0,4.2,2.0,0.0,0.0
19346,20.4,86.0,4.2,1.1,0.0,0.0
19347,20.3,88.0,3.2,1.2,0.0,0.0
19348,19.9,92.0,3.1,1.4,0.0,0.0
19349,19.8,92.0,3.1,0.8,0.0,0.0
19350,20.9,88.0,2.8,0.9,0.0,1.0
19351,22.5,79.0,2.7,0.8,0.0,1.0
19352,24.9,69.0,4.1,1.7,0.0,3.0
19353,27.2,61.0,5.2,1.8,0.0,1.0
19354,27.9,54.0,6.9,2.9,0.0,0.0
19355,30.1,53.0,6.6,1.6,0.0,4.0
19356,31.5,50.0,6.5,2.0,0.0,1.0
19357,30.0,50.0,6.2,1.8,0.0,0.0
19358,29.7,55.0,5.9,2.1,0.0,0.0
19359,29.0,51.0,5.3,1.0,0.0,2.0
19360,25.1,84.0,6.3,2.0,0.0,3.0
19361,24.9,82.0,3.8,1.4,0.0,1.0
19362,23.8,90.0,2.8,1.0,0.0,1.0
19363,21.6,82.0,6.2,1.9,0.2,0.0
19364,21.6,79.0,4.8,0.8,0.0,0.0
19365,21.0,87.0,2.4,0.4,0.0,1.0
19366,21.5,86.0,3.9,1.7,0.0,0.0
19367,21.4,93.0,3.3,1.1,0.0,0.0
19368,21.7,91.0,2.3,0.9,0.0,0.0
19369,21.8,86.0,3.4,1.7,0.0,0.0
19370,21.6,90.0,3.4,1.1,0.0,1.0
19371,21.8,89.0,4.0,1.5,0.0,0.0
19372,20.9,97.0,4.4,1.0,1.4,0.0
19373,20.8,97.0,3.9,1.2,0.2,0.0
19374,20.7,96.0,5.6,1.7,0.0,2.0
19375,21.1,92.0,5.2,1.2,0.0,1.0
19376,22.9,85.0,4.3,1.8,0.0,1.0
19377,25.3,75.0,6.6,2.3,0.0,0.0
19378,25.6,70.0,6.6,2.0,0.0,1.0
19379,27.7,63.0,8.0,3.0,0.0,0.0
19380,25.6,67.0,7.4,2.1,0.2,0.0
19381,24.7,70.0,5.9,1.5,0.0,1.0
19382,23.6,79.0,3.9,1.6,0.0,0.0
19383,22.3,88.0,4.9,1.8,0.0,0.0
19384,22.2,93.0,4.3,1.3,0.0,0.0
19385,21.6,97.0,3.7,1.3,0.4,0.0
19386,20.4,96.0,4.1,0.8,0.4,0.0
19387,19.8,98.0,3.2,0.3,0.6,0.0
19388,19.6,98.0,2.0,0.9,0.0,0.0
19389,19.8,95.0,3.4,0.7,0.0,0.0
19390,19.6,97.0,1.5,0.4,0.0,0.0
19391,19.6,97.0,1.4,0.5,0.0,0.0
19392,19.9,95.0,2.5,0.5,0.0,0.0
19393,19.7,97.0,1.3,0.2,0.0,1.0
19394,19.5,97.0,1.3,0.4,0.0,0.0
19395,19.1,98.0,1.2,0.6,0.0,1.0
19396,19.2,98.0,3.3,1.4,0.0,0.0
19397,19.0,98.0,3.2,0.4,0.0,0.0
19398,19.6,99.0,2.2,1.0,0.0,0.0
19399,22.3,87.0,3.5,1.6,0.0,0.0
19400,22.1,86.0,3.1,1.2,0.0,0.0
19401,22.5,86.0,3.2,2.0,0.0,1.0
19402,24.4,77.0,3.9,1.8,0.0,0.0
19403,26.4,70.0,3.8,1.4,0.0,0.0
19404,26.8,70.0,4.5,2.1,0.2,0.0
19405,24.8,78.0,6.7,2.9,0.0,0.0
19406,24.7,82.0,7.8,3.1,0.0,1.0
19407,24.1,82.0,8.6,3.6,0.0,1.0
19408,23.4,83.0,8.6,2.3,0.0,0.0
19409,22.6,86.0,6.1,3.1,0.0,0.0
19410,21.6,92.0,7.2,2.2,0.0,0.0
19411,21.2,93.0,6.0,2.0,0.0,2.0
19412,21.4,92.0,4.8,1.9,0.0,0.0
19413,21.3,94.0,3.9,1.3,0.0,0.0
19414,21.3,94.0,3.6,1.5,0.0,0.0
19415,21.0,95.0,3.2,0.8,0.0,0.0
19416,21.1,93.0,3.9,1.5,0.0,0.0
19417,20.5,95.0,2.9,0.7,0.0,0.0
19418,20.1,97.0,2.0,0.6,0.0,1.0
19419,20.3,96.0,2.3,0.9,0.0,0.0
19420,20.1,97.0,2.6,0.5,0.0,0.0
