Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
14.2,95.0,2.9,8.0,0.0,2.0
14.8,93.0,3.6,7.6,0.0,0.0
15.4,89.0,3.5,8.4,0.2,0.0
15.5,91.0,3.3,8.2,0.0,0.0
15.8,90.0,3.6,7.6,0.0,0.0
15.9,91.0,2.9,7.7,0.0,1.0
16.6,89.0,3.0,6.9,0.0,0.0
16.3,89.0,3.8,7.8,0.0,1.0
16.1,92.0,3.7,9.3,0.0,2.0
15.4,93.0,3.6,9.3,0.0,0.0
15.1,94.0,3.7,8.9,0.0,1.0
15.0,94.0,3.6,8.0,0.0,2.0
15.2,94.0,3.0,7.4,0.0,2.0
15.1,95.0,3.1,6.7,0.0,0.0
14.8,95.0,3.5,8.2,0.0,0.0
14.7,96.0,3.0,7.2,0.0,0.0
14.6,96.0,2.7,6.3,0.0,0.0
14.8,96.0,2.3,6.7,0.0,1.0
14.8,95.0,2.5,5.5,0.0,3.0
14.7,96.0,1.9,5.2,0.0,0.0
14.8,96.0,1.5,4.3,0.0,0.0
14.8,96.0,1.7,4.0,0.0,0.0
15.4,94.0,1.7,3.7,0.0,2.0
15.7,92.0,1.9,3.8,0.0,1.0
16.5,90.0,1.4,3.8,0.0,0.0
17.3,89.0,1.8,3.7,0.0,1.0
18.3,84.0,2.2,4.5,0.0,0.0
18.9,82.0,2.2,5.1,0.0,1.0
21.1,75.0,1.7,4.3,0.0,0.0
21.9,78.0,2.2,4.6,0.0,1.0
21.5,77.0,3.3,6.3,0.0,1.0
19.8,84.0,3.4,6.8,0.0,0.0
19.2,86.0,2.5,6.7,0.0,0.0
18.4,89.0,3.2,6.5,0.0,0.0
17.3,95.0,2.2,5.7,0.0,0.0
17.1,95.0,2.1,5.7,0.0,0.0
17.4,95.0,1.7,6.1,0.0,1.0
17.3,95.0,1.5,5.3,0.0,0.0
17.3,94.0,1.4,4.2,0.0,0.0
17.5,93.0,1.4,2.9,0.0,1.0
17.5,94.0,1.1,2.9,0.0,0.0
17.5,95.0,0.8,3.1,0.0,0.0
17.6,95.0,0.7,1.6,0.0,0.0
17.8,95.0,0.6,1.3,0.0,1.0
18.1,95.0,0.9,1.7,0.0,0.0
18.6,93.0,0.9,2.4,0.0,2.0
18.7,95.0,1.1,2.8,0.0,1.0
18.9,96.0,0.9,2.2,0.0,0.0
20.2,89.0,1.2,4.1,0.0,0.0
22.8,78.0,1.6,4.6,0.0,1.0
24.7,72.0,1.2,4.5,0.0,0.0
26.8,65.0,1.9,4.5,0.0,1.0
28.7,58.0,1.8,5.1,0.0,3.0
31.1,54.0,1.8,4.7,0.0,0.0
30.3,51.0,1.4,4.6,0.0,2.0
31.2,56.0,0.9,5.1,0.0,1.0
26.6,71.0,2.8,5.6,0.0,1.0
24.5,80.0,2.1,5.6,0.0,1.0
23.1,86.0,2.3,4.5,0.0,0.0
22.4,90.0,0.8,4.0,0.0,1.0
24.3,67.0,1.0,3.9,0.0,2.0
24.2,67.0,0.4,3.8,0.0,0.0
20.1,91.0,3.4,9.2,0.0,0.0
18.9,92.0,3.2,10.4,0.0,0.0
18.7,95.0,0.5,8.5,0.0,0.0
18.8,95.0,1.0,3.2,0.0,0.0
19.0,96.0,1.3,2.8,0.0,0.0
18.9,94.0,1.7,4.3,0.0,1.0
19.2,92.0,1.7,5.2,0.0,0.0
19.0,95.0,0.5,4.7,0.0,1.0
19.0,95.0,1.3,3.3,0.0,2.0
19.6,90.0,1.1,4.7,0.0,0.0
19.8,88.0,1.6,3.8,0.0,1.0
19.0,91.0,2.0,10.1,1.8,2.0
19.0,94.0,2.7,6.5,4.4,0.0
19.2,95.0,1.9,6.6,2.6,1.0
22.1,86.0,3.0,7.0,0.2,0.0
23.1,74.0,3.5,8.9,0.0,2.0
24.8,69.0,3.0,9.2,0.0,0.0
25.5,66.0,3.0,7.9,0.0,2.0
25.8,62.0,3.3,8.8,0.0,3.0
25.0,67.0,0.7,6.4,0.0,2.0
22.7,84.0,2.4,4.9,0.0,0.0
21.0,87.0,1.9,6.8,0.0,1.0
20.7,84.0,2.1,5.4,0.0,0.0
20.2,84.0,1.9,5.4,0.0,1.0
19.2,91.0,0.7,3.9,0.0,0.0
18.5,93.0,1.4,3.6,0.0,0.0
17.7,91.0,1.8,4.3,0.0,0.0
17.6,92.0,1.5,4.0,0.0,0.0
17.5,92.0,1.7,3.4,0.0,0.0
17.7,89.0,1.2,3.4,0.0,0.0
17.7,89.0,1.6,3.0,0.0,1.0
17.8,89.0,1.9,3.9,0.0,1.0
17.6,91.0,1.9,5.3,0.0,0.0
17.4,93.0,2.5,5.6,0.0,2.0
17.6,93.0,2.6,5.6,0.0,0.0
17.9,94.0,2.1,5.0,0.2,2.0
18.6,90.0,2.7,5.2,0.0,0.0
20.0,84.0,3.0,5.4,0.0,1.0
19.8,85.0,2.8,6.0,0.0,2.0
19.9,87.0,2.2,6.4,0.0,0.0
20.2,86.0,2.5,6.0,0.0,0.0
19.4,87.0,3.1,6.7,0.0,1.0
18.5,91.0,3.6,7.6,0.0,0.0
17.7,89.0,3.2,7.6,0.0,0.0
17.3,90.0,3.2,7.4,0.0,2.0
16.9,91.0,3.9,7.5,0.0,0.0
17.0,92.0,2.8,7.5,0.0,0.0
16.8,91.0,2.9,6.8,0.0,0.0
16.8,90.0,3.3,6.4,0.0,0.0
16.2,93.0,3.2,7.3,0.0,0.0
16.0,96.0,2.2,7.3,0.0,0.0
16.0,95.0,2.7,6.4,0.0,0.0
15.9,96.0,2.0,6.1,0.0,0.0
15.9,96.0,2.9,6.0,0.0,0.0
15.8,96.0,3.1,7.0,0.0,0.0
15.7,94.0,3.5,7.2,0.0,0.0
15.4,95.0,4.4,9.5,0.0,1.0
15.7,94.0,3.4,8.8,0.0,1.0
16.5,90.0,2.7,7.7,0.0,0.0
16.6,88.0,3.4,7.3,0.0,0.0
17.0,86.0,3.5,8.5,0.0,0.0
16.7,85.0,4.4,9.3,0.0,1.0
17.2,86.0,3.5,8.2,0.0,1.0
17.8,81.0,3.2,7.5,0.0,1.0
16.8,86.0,3.3,7.4,0.0,1.0
16.2,87.0,4.0,8.5,0.0,0.0
15.9,90.0,3.3,7.6,0.0,0.0
15.6,90.0,3.8,9.1,0.0,1.0
15.4,92.0,3.4,7.9,0.0,0.0
15.0,94.0,3.0,7.2,0.0,0.0
14.9,95.0,2.8,7.4,0.0,0.0
15.1,93.0,2.9,7.3,0.0,0.0
15.3,94.0,2.8,6.5,0.0,0.0
15.4,93.0,3.1,6.5,0.0,0.0
15.5,94.0,2.2,6.7,0.0,0.0
15.5,94.0,3.2,6.5,0.0,0.0
15.7,94.0,2.6,6.5,0.0,0.0
15.8,93.0,2.6,6.3,0.0,0.0
15.6,94.0,2.9,6.9,0.0,0.0
15.6,95.0,2.7,6.4,0.0,1.0
15.9,94.0,2.6,7.8,0.0,0.0
16.2,92.0,1.9,5.7,0.0,0.0
16.6,90.0,2.3,4.6,0.0,0.0
17.4,87.0,2.1,5.2,0.0,0.0
18.9,84.0,2.3,5.2,0.0,0.0
19.6,77.0,1.7,4.1,0.0,1.0
18.2,88.0,3.3,6.6,0.0,0.0
17.5,90.0,3.4,7.3,0.0,0.0
16.9,93.0,3.3,8.6,0.0,0.0
16.8,90.0,4.1,8.4,0.0,0.0
16.3,92.0,3.3,8.7,0.0,0.0
16.0,92.0,2.8,8.7,0.0,1.0
15.7,96.0,2.4,6.4,0.0,0.0
15.5,97.0,2.5,5.4,0.2,0.0
15.4,96.0,2.8,6.4,0.0,1.0
15.8,95.0,2.9,6.9,0.0,0.0
15.9,94.0,3.1,7.0,0.0,0.0
15.9,93.0,2.7,7.5,0.0,0.0
16.0,93.0,2.5,6.4,0.0,0.0
15.7,96.0,2.5,5.9,0.0,0.0
15.7,96.0,2.6,5.7,0.0,0.0
15.8,96.0,1.9,5.6,0.0,0.0
15.9,95.0,2.4,4.3,0.0,0.0
16.0,95.0,2.2,5.0,0.0,0.0
16.1,95.0,1.9,5.0,0.0,0.0
16.5,93.0,2.1,5.8,0.0,0.0
17.5,89.0,2.8,5.2,0.0,0.0
17.4,90.0,2.8,5.5,0.0,1.0
17.9,88.0,2.2,5.5,0.0,2.0
18.5,86.0,3.5,6.9,0.0,1.0
19.4,83.0,3.3,7.5,0.0,1.0
19.5,81.0,3.2,7.5,0.0,2.0
18.3,86.0,3.7,7.3,0.0,0.0
17.8,89.0,3.3,7.8,0.0,1.0
17.3,91.0,3.3,7.9,0.0,0.0
17.3,89.0,3.4,8.1,0.0,0.0
17.1,90.0,3.7,8.1,0.0,1.0
16.4,95.0,3.5,8.6,0.0,0.0
16.4,95.0,4.3,9.5,0.0,0.0
16.5,94.0,3.3,10.4,0.0,0.0
16.4,92.0,4.1,8.9,0.0,0.0
16.4,93.0,2.6,8.9,0.0,0.0
16.5,90.0,2.8,7.3,0.0,0.0
16.6,89.0,2.4,5.7,0.0,0.0
16.6,92.0,1.7,4.6,0.0,0.0
16.6,91.0,2.1,4.8,0.0,0.0
16.6,92.0,2.6,4.6,0.0,1.0
16.7,92.0,1.8,4.6,0.0,0.0
17.0,89.0,1.7,4.1,0.0,0.0
17.4,88.0,1.7,4.0,0.0,0.0
18.4,81.0,1.7,4.0,0.0,1.0
20.2,73.0,1.6,4.7,0.0,1.0
21.6,71.0,1.8,4.8,0.0,0.0
22.5,65.0,2.2,4.7,0.0,1.0
23.4,68.0,2.8,5.5,0.0,0.0
22.7,71.0,3.2,6.3,0.0,0.0
21.8,79.0,3.6,7.3,0.0,0.0
19.8,86.0,3.8,8.5,0.0,1.0
18.1,93.0,3.7,9.0,0.0,0.0
17.8,93.0,3.6,8.3,0.0,0.0
17.5,95.0,3.0,7.0,0.0,0.0
17.2,97.0,2.5,7.0,0.2,1.0
17.2,95.0,2.8,6.4,0.0,0.0
17.1,95.0,2.3,5.4,0.0,0.0
17.2,94.0,1.2,4.6,0.0,0.0
17.3,93.0,1.0,3.5,0.0,0.0
17.2,91.0,0.7,3.6,0.0,0.0
16.6,92.0,0.5,2.1,0.0,0.0
17.4,91.0,1.3,4.4,0.0,0.0
17.8,90.0,1.2,4.4,0.0,0.0
17.9,90.0,1.1,3.5,0.0,1.0
17.9,90.0,1.4,4.2,0.0,0.0
17.8,90.0,1.1,4.4,0.0,0.0
18.5,88.0,1.1,3.8,0.0,1.0
20.8,79.0,2.0,4.6,0.0,1.0
22.8,71.0,1.7,4.4,0.0,0.0
25.5,61.0,1.8,4.3,0.0,6.0
28.3,51.0,1.8,4.6,0.0,1.0
30.0,44.0,2.6,6.8,0.0,0.0
30.3,43.0,1.5,6.8,0.0,3.0
22.4,81.0,4.5,9.3,0.0,0.0
21.2,84.0,3.6,8.2,0.0,1.0
20.2,89.0,2.8,7.7,0.0,0.0
19.5,92.0,2.6,6.0,0.0,0.0
18.5,95.0,2.3,5.6,0.0,1.0
18.3,96.0,1.2,3.9,0.0,0.0
18.2,96.0,0.5,2.5,0.0,0.0
17.9,96.0,0.3,1.0,0.0,0.0
18.2,97.0,0.5,1.0,0.0,0.0
18.3,97.0,0.2,0.9,0.0,0.0
18.4,97.0,0.3,0.6,0.0,0.0
18.1,97.0,0.4,0.8,0.0,0.0
18.7,97.0,0.3,0.9,0.0,0.0
19.5,92.0,1.0,2.3,0.0,0.0
20.6,85.0,1.2,3.0,0.0,0.0
19.9,87.0,1.1,3.5,0.0,0.0
20.5,85.0,1.0,3.0,0.0,0.0
22.6,80.0,0.5,2.6,0.0,4.0
23.7,75.0,1.5,2.8,0.0,1.0
27.5,57.0,2.6,5.4,0.0,0.0
30.1,48.0,2.8,7.1,0.0,0.0
31.4,44.0,5.2,10.5,0.0,0.0
33.0,38.0,4.8,11.0,0.0,2.0
33.4,39.0,4.9,11.3,0.0,0.0
33.7,38.0,4.6,11.2,0.0,4.0
33.4,39.0,4.2,11.0,0.0,2.0
31.5,42.0,3.5,11.0,0.0,1.0
25.8,59.0,3.3,12.7,0.0,0.0
22.6,78.0,1.2,7.8,0.4,1.0
21.7,84.0,1.2,3.9,0.0,1.0
21.6,79.0,0.3,2.1,0.0,0.0
23.9,69.0,1.5,3.6,0.0,0.0
24.0,67.0,1.2,7.8,0.0,0.0
22.5,81.0,0.7,3.2,0.0,0.0
21.2,89.0,0.5,2.6,0.0,0.0
21.4,84.0,1.0,3.0,0.0,0.0
20.7,87.0,0.5,3.0,0.0,0.0
20.7,89.0,0.9,2.3,0.0,0.0
20.5,91.0,2.1,3.9,0.0,0.0
19.8,96.0,1.5,5.4,0.0,1.0
19.0,97.0,1.5,6.3,0.0,0.0
18.9,95.0,2.0,4.3,0.0,1.0
18.4,95.0,2.8,5.9,0.0,2.0
18.7,91.0,2.5,5.9,0.0,0.0
19.5,86.0,2.1,4.6,0.0,0.0
19.5,87.0,1.4,4.9,0.0,1.0
19.3,89.0,2.3,4.5,0.0,0.0
19.7,89.0,2.1,4.5,0.0,3.0
20.2,87.0,2.5,4.7,0.0,1.0
18.7,91.0,2.3,5.9,0.0,1.0
18.8,91.0,2.2,5.4,0.2,0.0
18.4,92.0,2.9,6.1,0.0,2.0
17.9,91.0,2.4,6.5,0.0,0.0
17.4,93.0,2.6,5.4,0.0,0.0
17.5,93.0,2.1,5.9,0.0,0.0
17.7,92.0,1.4,4.4,0.0,1.0
18.0,91.0,1.2,3.7,0.0,0.0
17.7,93.0,1.0,2.5,0.0,0.0
17.9,91.0,0.9,2.0,0.0,0.0
17.7,93.0,1.0,2.3,0.0,0.0
18.2,92.0,0.9,2.5,0.0,0.0
17.3,96.0,1.8,6.0,0.0,0.0
17.6,95.0,1.8,4.6,0.0,0.0
17.2,94.0,1.4,4.9,0.0,0.0
17.3,95.0,1.1,2.8,0.0,1.0
17.9,96.0,1.1,4.2,0.0,0.0
18.4,92.0,1.9,4.1,0.0,0.0
18.7,91.0,1.6,3.5,0.0,0.0
18.9,89.0,2.1,3.9,0.0,0.0
19.9,88.0,1.9,4.2,0.0,0.0
20.5,83.0,2.0,4.2,0.0,0.0
19.5,88.0,2.9,4.9,0.2,1.0
19.7,85.0,2.8,5.8,0.0,0.0
18.7,90.0,3.2,7.3,0.0,0.0
18.5,89.0,2.8,6.9,0.0,0.0
17.7,90.0,3.3,7.0,0.0,0.0
17.2,92.0,2.9,6.3,0.0,0.0
16.7,93.0,2.5,6.9,0.0,0.0
16.8,92.0,2.5,6.2,0.0,0.0
17.1,92.0,2.1,4.8,0.0,0.0
17.0,93.0,2.5,6.2,0.0,0.0
16.5,94.0,2.3,6.2,0.0,0.0
16.6,93.0,2.6,5.5,0.0,0.0
16.7,93.0,1.9,5.4,0.0,0.0
16.8,94.0,2.0,4.6,0.0,0.0
16.9,94.0,2.0,4.6,0.0,0.0
17.0,94.0,2.1,4.7,0.0,0.0
17.1,93.0,1.2,4.4,0.0,0.0
17.2,94.0,1.9,3.9,0.0,2.0
17.7,92.0,1.7,3.9,0.0,0.0
18.8,90.0,1.5,3.1,0.0,0.0
20.5,81.0,1.5,3.7,0.0,2.0
21.5,80.0,2.2,4.2,0.0,2.0
24.2,69.0,1.7,4.0,0.2,1.0
25.4,69.0,2.1,4.3,0.0,0.0
21.4,86.0,3.5,7.3,0.0,1.0
19.6,92.0,3.5,7.5,0.0,1.0
19.3,91.0,3.6,8.8,0.0,0.0
18.8,94.0,2.8,8.8,0.0,0.0
18.2,94.0,3.7,8.0,0.0,1.0
18.1,96.0,1.5,7.5,1.8,0.0
18.0,95.0,2.5,5.7,1.0,1.0
18.0,95.0,2.1,5.5,0.0,0.0
18.2,96.0,1.3,5.2,0.0,0.0
18.0,96.0,1.7,3.3,0.0,0.0
18.1,96.0,0.9,3.3,0.0,0.0
18.2,96.0,0.5,2.1,0.0,0.0
18.7,96.0,0.5,3.2,0.0,0.0
19.0,96.0,1.0,3.0,0.0,0.0
19.4,94.0,1.3,4.1,0.0,0.0
19.4,95.0,1.5,3.5,0.0,0.0
19.0,96.0,0.9,4.4,0.0,0.0
19.3,96.0,1.2,3.6,0.2,0.0
20.6,90.0,2.0,4.9,0.0,1.0
22.6,85.0,2.4,6.2,0.0,1.0
23.2,78.0,2.7,6.8,0.0,1.0
25.6,68.0,3.0,7.3,0.0,0.0
27.1,60.0,3.8,9.0,0.2,0.0
28.3,60.0,3.4,9.2,0.0,1.0
28.1,60.0,5.1,11.8,0.0,0.0
27.8,60.0,4.6,14.2,0.0,0.0
26.6,64.0,3.4,11.7,0.0,2.0
26.6,63.0,3.5,11.5,0.0,0.0
26.0,66.0,2.4,9.4,0.0,0.0
24.9,70.0,2.7,7.5,0.0,0.0
24.3,74.0,2.1,5.9,0.0,0.0
24.3,72.0,1.5,5.7,0.0,2.0
24.6,69.0,2.2,6.0,0.0,0.0
24.1,73.0,2.3,7.0,0.0,0.0
20.7,90.0,4.3,13.0,0.0,0.0
20.6,92.0,2.6,11.3,0.0,0.0
20.8,92.0,2.4,7.7,0.0,0.0
21.7,89.0,2.4,7.7,0.0,0.0
21.6,87.0,2.4,5.7,0.0,1.0
21.5,85.0,3.1,9.3,0.0,1.0
21.6,85.0,2.7,7.4,0.0,0.0
22.0,83.0,2.6,6.9,0.0,0.0
23.4,78.0,4.2,10.3,0.0,0.0
24.2,73.0,3.3,10.5,0.0,3.0
25.3,70.0,3.6,8.5,0.0,0.0
26.6,68.0,4.3,10.5,0.0,0.0
26.9,68.0,3.3,10.4,0.0,0.0
27.9,64.0,3.1,10.8,0.0,1.0
28.1,63.0,3.5,9.2,0.0,2.0
28.4,62.0,4.1,10.6,0.0,1.0
27.7,69.0,2.3,10.5,0.0,1.0
22.5,94.0,0.7,10.2,5.8,2.0
22.1,95.0,1.5,4.1,0.8,0.0
21.8,95.0,0.7,4.6,0.2,4.0
22.1,95.0,1.8,5.0,1.0,1.0
21.9,95.0,0.5,5.2,0.0,0.0
21.8,96.0,1.1,2.4,0.0,1.0
21.6,96.0,0.8,2.9,0.0,0.0
21.6,97.0,1.1,2.9,0.0,0.0
21.4,97.0,1.1,3.2,0.0,0.0
21.5,96.0,1.6,3.9,0.0,0.0
21.5,96.0,1.4,3.1,0.0,1.0
21.5,96.0,2.1,4.9,0.0,0.0
21.4,95.0,1.3,7.4,0.0,0.0
21.1,96.0,0.7,4.4,0.0,1.0
21.2,96.0,1.5,4.4,0.0,3.0
22.0,93.0,1.7,3.0,0.0,4.0
23.1,86.0,2.6,7.0,0.0,2.0
25.9,79.0,1.9,6.1,0.0,1.0
27.5,69.0,3.1,7.6,0.0,0.0
29.1,61.0,3.9,7.9,0.2,0.0
30.1,57.0,3.4,9.7,0.0,1.0
30.1,54.0,4.0,10.4,0.0,1.0
30.4,52.0,4.9,10.7,0.0,2.0
29.1,54.0,3.0,10.0,0.0,0.0
27.5,63.0,1.8,8.2,0.0,0.0
27.7,58.0,2.0,5.3,0.0,0.0
25.8,73.0,0.5,4.9,0.0,0.0
25.0,72.0,0.5,1.9,0.0,0.0
24.9,75.0,0.5,1.7,0.0,1.0
24.1,78.0,0.4,1.4,0.0,0.0
23.7,85.0,0.3,1.1,0.0,0.0
23.5,86.0,0.3,1.0,0.0,0.0
23.1,89.0,1.2,2.4,0.0,0.0
23.4,87.0,0.8,3.0,0.0,0.0
23.9,84.0,1.0,2.5,0.0,0.0
23.0,88.0,1.2,3.0,0.0,0.0
22.5,91.0,0.7,3.0,0.0,0.0
22.3,92.0,0.5,1.5,0.0,0.0
22.5,93.0,0.3,1.7,0.0,0.0
23.3,91.0,0.3,1.1,0.0,1.0
24.2,88.0,0.7,2.0,0.2,1.0
25.5,79.0,0.4,2.0,0.0,1.0
26.7,68.0,1.0,5.2,0.0,0.0
23.9,83.0,1.1,4.0,0.0,0.0
22.3,92.0,1.3,4.5,2.0,0.0
22.9,86.0,0.6,4.5,1.0,0.0
25.1,76.0,0.8,2.1,0.0,0.0
23.9,80.0,1.0,3.9,0.0,1.0
20.9,90.0,2.6,8.6,1.6,1.0
20.7,91.0,2.5,8.8,0.2,1.0
20.6,93.0,0.7,4.7,0.0,0.0
20.2,94.0,0.8,1.6,0.0,0.0
20.4,94.0,0.9,2.0,0.0,0.0
20.7,94.0,1.3,2.2,0.0,0.0
20.5,93.0,2.0,4.1,0.0,0.0
19.6,93.0,2.1,4.7,0.0,0.0
19.4,93.0,1.7,4.7,0.0,0.0
19.4,94.0,1.3,3.8,0.0,0.0
19.4,94.0,1.4,2.9,0.0,1.0
18.9,94.0,1.8,4.8,0.0,0.0
18.4,94.0,2.0,5.5,0.0,1.0
17.9,93.0,2.6,6.8,0.0,2.0
17.6,95.0,2.2,6.8,0.4,1.0
17.6,94.0,2.2,4.0,0.4,0.0
18.4,90.0,2.0,4.5,0.0,1.0
19.1,87.0,3.4,6.5,0.0,1.0
20.6,82.0,2.7,6.5,0.0,1.0
20.4,84.0,2.7,5.9,0.0,0.0
20.8,83.0,2.5,6.5,0.0,1.0
20.8,80.0,3.2,7.6,0.0,2.0
19.9,82.0,3.6,9.5,0.0,1.0
18.9,87.0,3.8,8.1,0.0,0.0
18.6,87.0,3.5,7.4,0.0,1.0
17.9,87.0,3.2,7.3,0.0,0.0
16.9,91.0,3.6,8.2,0.0,0.0
16.9,90.0,2.5,8.1,0.0,0.0
16.8,94.0,2.2,6.1,0.0,1.0
16.6,95.0,2.7,6.8,0.0,0.0
16.6,95.0,2.0,6.8,0.0,0.0
16.6,94.0,2.3,5.4,0.0,0.0
16.5,94.0,2.4,5.4,0.0,1.0
16.6,95.0,2.2,6.0,0.0,0.0
16.6,95.0,2.4,5.1,0.0,0.0
16.3,95.0,2.6,5.7,0.0,0.0
16.1,96.0,2.1,5.8,0.0,1.0
16.3,96.0,2.0,5.2,0.0,0.0
16.2,96.0,1.9,4.8,0.2,0.0
16.6,94.0,2.0,4.5,0.0,0.0
17.4,89.0,2.6,5.8,0.0,1.0
17.9,88.0,2.5,5.8,0.0,1.0
18.2,88.0,2.8,5.8,0.0,0.0
20.0,86.0,3.1,5.9,0.0,0.0
19.4,83.0,3.2,6.3,0.0,1.0
19.0,88.0,3.0,6.7,0.0,0.0
19.8,81.0,2.9,6.1,0.0,0.0
19.3,86.0,3.1,6.5,0.0,0.0
18.2,91.0,3.2,6.5,0.0,0.0
17.8,94.0,2.7,6.1,0.0,0.0
17.6,94.0,2.5,6.2,0.0,0.0
17.7,93.0,2.2,5.0,0.0,1.0
17.6,92.0,2.2,5.0,0.0,0.0
17.6,92.0,1.7,5.0,0.0,0.0
17.5,94.0,1.1,3.4,0.0,0.0
17.4,94.0,1.7,3.2,0.0,0.0
16.9,95.0,0.4,2.9,0.0,0.0
17.2,96.0,0.8,1.5,0.0,0.0
18.0,93.0,1.3,3.9,0.0,0.0
18.2,93.0,1.1,4.9,0.0,0.0
18.3,93.0,1.4,4.3,0.0,0.0
18.4,94.0,1.2,5.1,0.0,0.0
18.3,95.0,1.1,3.3,0.0,1.0
20.4,88.0,1.8,3.7,0.0,0.0
22.3,82.0,1.7,4.1,0.0,0.0
25.1,72.0,2.8,7.1,0.0,1.0
27.8,65.0,4.1,12.7,0.0,1.0
28.7,60.0,4.4,15.5,0.0,0.0
29.8,56.0,5.6,14.1,0.0,0.0
31.8,54.0,4.1,11.4,0.0,20.0
24.0,72.0,1.9,12.3,0.0,6.0
29.8,59.0,3.0,7.9,0.0,0.0
27.4,68.0,2.1,9.3,0.0,1.0
19.5,93.0,1.7,16.6,9.6,2.0
19.6,96.0,1.0,5.7,3.0,1.0
20.1,95.0,1.3,4.1,0.0,1.0
20.6,94.0,1.4,4.9,0.0,0.0
20.4,94.0,2.3,6.0,0.0,0.0
20.5,92.0,2.0,7.6,0.0,0.0
20.2,95.0,1.0,5.2,0.0,0.0
21.0,91.0,1.5,5.5,0.0,0.0
20.6,92.0,2.0,6.6,0.0,0.0
20.1,95.0,0.3,5.3,0.0,0.0
20.4,96.0,0.3,1.9,0.0,0.0
20.4,96.0,0.4,3.1,0.0,0.0
18.9,91.0,1.7,5.5,0.0,1.0
18.6,91.0,0.8,4.6,0.0,1.0
18.7,87.0,0.9,2.7,0.0,2.0
20.3,75.0,0.9,3.0,0.2,3.0
23.2,64.0,1.4,3.1,0.0,0.0
24.5,55.0,1.8,6.2,0.0,1.0
25.0,52.0,3.1,8.2,0.0,1.0
26.4,48.0,4.4,12.0,0.0,0.0
26.5,38.0,5.0,10.8,0.0,1.0
27.4,33.0,2.9,10.3,0.0,0.0
27.4,26.0,2.9,10.0,0.0,0.0
26.9,22.0,2.8,9.7,0.0,0.0
25.9,25.0,2.6,9.4,0.0,0.0
24.6,32.0,2.4,7.5,0.0,0.0
19.7,76.0,1.4,6.8,0.0,0.0
17.6,91.0,2.2,3.8,0.0,0.0
16.4,94.0,1.6,4.6,0.0,0.0
15.8,95.0,0.7,2.8,0.0,0.0
15.5,95.0,2.3,4.8,0.0,0.0
15.1,95.0,2.2,4.8,0.0,0.0
15.3,92.0,1.8,4.2,0.0,0.0
14.6,92.0,1.1,4.2,0.0,0.0
14.1,94.0,0.8,2.3,0.0,0.0
14.0,94.0,1.1,2.4,0.0,0.0
13.4,93.0,1.1,2.5,0.0,0.0
14.4,83.0,1.7,2.7,0.0,0.0
16.2,75.0,1.9,4.1,0.0,1.0
17.9,71.0,2.6,6.2,0.0,0.0
19.1,67.0,3.4,7.0,0.0,0.0
20.4,62.0,3.4,6.8,0.0,0.0
19.5,67.0,3.1,7.2,0.0,0.0
18.7,74.0,3.1,7.3,0.0,0.0
19.9,73.0,3.8,7.5,0.0,1.0
19.7,67.0,3.9,8.4,0.0,0.0
19.2,69.0,3.7,8.2,0.0,0.0
18.6,69.0,3.9,9.1,0.0,0.0
16.9,71.0,3.5,9.1,0.0,0.0
15.8,76.0,2.9,7.3,0.0,2.0
15.1,78.0,3.0,7.3,0.0,0.0
14.8,78.0,3.6,8.7,0.0,0.0
14.9,78.0,3.3,6.9,0.0,0.0
14.8,76.0,3.4,7.1,0.0,0.0
14.7,74.0,3.6,8.3,0.0,0.0
14.8,80.0,3.5,9.1,0.0,0.0
14.7,80.0,3.2,8.8,0.0,0.0
14.7,83.0,2.4,8.8,0.0,0.0
14.5,80.0,2.5,6.1,0.0,0.0
14.3,80.0,3.1,6.7,0.0,0.0
13.9,82.0,2.5,7.2,0.0,1.0
13.9,79.0,2.8,6.4,0.0,1.0
14.6,74.0,3.4,7.3,0.0,0.0
16.8,65.0,3.1,7.0,0.0,0.0
17.6,62.0,3.1,6.4,0.0,0.0
19.4,57.0,2.3,5.8,0.0,0.0
19.5,62.0,4.4,8.3,0.0,0.0
20.6,60.0,3.6,8.4,0.0,1.0
20.9,62.0,3.6,8.0,0.0,1.0
20.6,63.0,3.8,8.0,0.0,1.0
19.8,66.0,4.1,8.2,0.0,2.0
18.8,68.0,4.0,8.9,0.0,0.0
17.6,75.0,3.3,8.8,0.0,1.0
16.3,79.0,3.4,8.9,0.0,0.0
16.1,81.0,4.2,9.8,0.0,1.0
15.5,81.0,3.1,8.1,0.0,0.0
15.4,81.0,3.5,8.7,0.0,0.0
15.3,82.0,3.7,8.6,0.0,0.0
15.1,82.0,3.0,8.6,0.0,0.0
15.2,83.0,2.9,8.4,0.0,0.0
15.5,87.0,3.1,7.1,0.0,0.0
15.3,86.0,3.0,6.7,0.0,0.0
15.3,85.0,2.4,6.7,0.0,0.0
15.0,90.0,2.5,6.2,0.0,0.0
15.0,90.0,2.6,5.7,0.0,1.0
15.0,87.0,2.5,6.5,0.0,1.0
15.2,86.0,2.2,5.1,0.0,0.0
15.2,87.0,2.3,5.0,0.0,1.0
16.4,79.0,2.3,5.4,0.0,3.0
18.8,69.0,2.3,6.4,0.0,0.0
20.2,68.0,2.0,5.4,0.0,1.0
